,polarity,id,date,query,user,tweet
215430,negative,1975474432,Sat May 30 15:14:04 PDT 2009,NO_QUERY,bazanna,@westlifebunny tostitos used to make a restaurant style salsa that i liked a lot. it was my favorite to buy. i can't find it anymore. 
1337888,positive,2017841702,Wed Jun 03 09:02:08 PDT 2009,NO_QUERY,zoeyjordan,@MichDdot I say rock this wednesday! 
1081679,positive,1968498740,Fri May 29 21:33:55 PDT 2009,NO_QUERY,siennablack,YAY! Tomorrow I'm free from 11-12 and then 5:30-midnight! I ROCK. 
886479,positive,1686732707,Sun May 03 06:34:33 PDT 2009,NO_QUERY,SamirBharadwaj,@magali777 Thanks Magali. Hope you're having an excitingly peaceful Sunday. 
581592,negative,2214337179,Wed Jun 17 16:35:59 PDT 2009,NO_QUERY,emmasing,I'm home sick today 
274310,negative,1990577165,Mon Jun 01 05:13:55 PDT 2009,NO_QUERY,prisizntcrazy,@jacqiezhannack yea!!!! i dunno watts da problem 
900343,positive,1694017444,Mon May 04 00:42:53 PDT 2009,NO_QUERY,sunili,@abstractg @grendel @tigertigercb woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win 
819662,positive,1553462856,Sat Apr 18 14:20:04 PDT 2009,NO_QUERY,balsimon,@PetervanVeen It's coming around... I have 2 projects I'm working to get out the door. Just secured a launch partner for one of them. 
466411,negative,2175557504,Mon Jun 15 01:19:39 PDT 2009,NO_QUERY,ritatan,@liquiddheaven jeals much!! all the shopping! 
435253,negative,2065379226,Sun Jun 07 08:28:29 PDT 2009,NO_QUERY,joyceturtle,@Redkin more and more bodies are found dw eh accdg @cnnbrk. 
671009,negative,2246736517,Fri Jun 19 18:02:51 PDT 2009,NO_QUERY,boonerat,Sad that the Hogs didn't do better tonight @ the CWS 
1397758,positive,2054008558,Sat Jun 06 06:19:08 PDT 2009,NO_QUERY,Scarfacenaruto,@artixkrieger best release EVER you guys rock!!! 
734165,negative,2264487358,Sun Jun 21 04:01:40 PDT 2009,NO_QUERY,JGONeill,"@YourMrBumbles a near - complete renovation, chimneys taken away, new roof, new kitchen, new doors and windows, all rooms replastered "
289791,negative,1995121690,Mon Jun 01 12:59:09 PDT 2009,NO_QUERY,sayhaybeca,Im so worried 
964798,positive,1827549765,Sun May 17 10:56:58 PDT 2009,NO_QUERY,LQGamer,Right now on my Justin.tv channel: HD testing  www.justin.tv/liquidhelium?37
1483948,positive,2067567804,Sun Jun 07 12:34:28 PDT 2009,NO_QUERY,lordbleen,@mwilton13  I agree   - @lordbleen
1010929,positive,1881048872,Fri May 22 03:25:28 PDT 2009,NO_QUERY,treeksquad,"@mileycyrus AJ RAFAEL (AWESOME MUSICIAN, FAMOUS ON YOUTUBE) COVERED YOUR SONG, THE CLIMB. PLEASE WATCH IT  IT'S GOOD! http://bit.ly/14sI4m"
702681,negative,2255472416,Sat Jun 20 11:18:52 PDT 2009,NO_QUERY,SasukeTheOne,Well exams are over but it seems I caught a fever... damn  and I have so much to do!!! I have to keep my promise for the launch of v2
457002,negative,2071441205,Sun Jun 07 19:24:09 PDT 2009,NO_QUERY,djsoundwave1,@DJHeatDC No food 
343196,negative,2015413158,Wed Jun 03 04:35:51 PDT 2009,NO_QUERY,phroghollow,"@kgrtyson easy fix, listen to the abc radio coverage, wish I had tv "
302869,negative,1999200690,Mon Jun 01 19:48:49 PDT 2009,NO_QUERY,Migue_peri,I forgot to see the MTV awards....damn so frustrated...___    :l    
447807,negative,2068799475,Sun Jun 07 14:43:15 PDT 2009,NO_QUERY,MaddyMcGrew,wants to go back to the lake 
1558752,positive,2185898049,Mon Jun 15 18:03:54 PDT 2009,NO_QUERY,Mr_Mark_Raymond,I just tried the Gym*GymM*.Only 30 minutes of trainning and its fckng hardcore  I liked it lol! www.gymm.ca
866141,positive,1677566437,Sat May 02 02:46:39 PDT 2009,NO_QUERY,T_Kila,going to see 17 again with Catherine.... good times 
417660,negative,2061589013,Sat Jun 06 21:11:05 PDT 2009,NO_QUERY,mervlai,was a little superstitious today. also. is a very boring day. 2 days without seeing anybody outside my family! 
444730,negative,2067916843,Sun Jun 07 13:10:51 PDT 2009,NO_QUERY,PaulDale67,@purplejp he looked all deflated LOL. He's already pissing me off though 
715760,negative,2259509388,Sat Jun 20 17:42:04 PDT 2009,NO_QUERY,samalamalambaby,my head  fuck my life
1325018,positive,2015074483,Wed Jun 03 03:37:13 PDT 2009,NO_QUERY,LeanneShain,"@HilzFuld Ah, I see  Unrequited love."
372336,negative,2050686585,Fri Jun 05 19:06:54 PDT 2009,NO_QUERY,tristanderson,home on a friday.. guess I'm gonna miss the bonfire tonight 
338724,negative,2014495799,Wed Jun 03 01:43:32 PDT 2009,NO_QUERY,HEYHEYCHEST,"i want to go to sleep, but no one in the house is up to turn my light off  so i am stuck... ugh."
1299282,positive,2006035785,Tue Jun 02 10:33:28 PDT 2009,NO_QUERY,minoruhiei,"If only I could do a banana dance on twitter, I'd go for it right now. "
321082,negative,2003618515,Tue Jun 02 06:51:29 PDT 2009,NO_QUERY,VanceStudios,Oh...best friend is back in the ER! Probably getting her 4th spinal tap! Poor thing! 
1488744,positive,2068554874,Sun Jun 07 14:17:00 PDT 2009,NO_QUERY,chennysherm13,@mitchelmusso check out that cool guy on my top 8  www.myspace.com/iloveglazer
131018,negative,1835433859,Mon May 18 05:59:08 PDT 2009,NO_QUERY,kathrynATL,on my way home on the train  icky icky icky 
115271,negative,1827043759,Sun May 17 09:52:21 PDT 2009,NO_QUERY,streetsense104,won 45 bucks on the preakness yesterday. Home relaxing with the puppies and kitties. Has a earache 
1548257,positive,2182993438,Mon Jun 15 13:54:23 PDT 2009,NO_QUERY,ewisler,Sitting on the front porch with my hubs. It's turned into a beautiful day. 
939129,positive,1793613767,Thu May 14 03:21:49 PDT 2009,NO_QUERY,AdryBand,"yup I'm tired, but I'm always with a smile on my face "
1037165,positive,1956480148,Thu May 28 21:58:21 PDT 2009,NO_QUERY,JessicaDotCom,@westcoastvegas oh shiz! Oh well  thanks for looking out for me. Guess that's what tweethearts do!
1021670,positive,1882619809,Fri May 22 07:11:42 PDT 2009,NO_QUERY,Olivia_exists,@wearempires 
494408,negative,2184914067,Mon Jun 15 16:36:22 PDT 2009,NO_QUERY,mz123,@XtinaMarsh Oh no! I'm so sorry to hear  I'll hope for the best
369966,negative,2050012022,Fri Jun 05 17:54:30 PDT 2009,NO_QUERY,aurihunter,@MONEYMARV702  don't be mad at me
1376711,positive,2051787642,Fri Jun 05 22:48:41 PDT 2009,NO_QUERY,aliciasparks,@jarret - yes please 
461539,negative,2174475586,Sun Jun 14 22:37:55 PDT 2009,NO_QUERY,birdinhand,"@jweiser  sorry, Its because they wish they were as awesome as you."
141402,negative,1881258820,Fri May 22 04:07:13 PDT 2009,NO_QUERY,Xyense,On the way to school... Errrrg... I don't feel good at all... 
751643,negative,2286179503,Mon Jun 22 16:05:59 PDT 2009,NO_QUERY,khasidyjonas,@JacobBlackx3 i miss hoyyyy!  haha he was so awesome!
650292,negative,2237525437,Fri Jun 19 05:56:53 PDT 2009,NO_QUERY,ianegner,"@urbanfly my sennheisers at work are screwed, only get sound in one ear "
462946,negative,2174808980,Sun Jun 14 23:21:58 PDT 2009,NO_QUERY,TKfan27,"Shit, this coke gave me a bit of a stomach ache.  damn."
606258,negative,2222533446,Thu Jun 18 07:06:46 PDT 2009,NO_QUERY,SEXsiK,@rae09 I cudnt last weekend cuz I was sick the whole weekend 
1390915,positive,2053269700,Sat Jun 06 03:56:13 PDT 2009,NO_QUERY,lollipoplady,@Rob_inGrantham you are a big boy  am 5ft 9 and a bit over 10 stone so you win !
157830,negative,1956467761,Thu May 28 21:56:41 PDT 2009,NO_QUERY,Luv_ChelseaFC,@Nayvan ewww manu i feel sorry for you guys  lol
808209,positive,1469154276,Tue Apr 07 05:24:49 PDT 2009,NO_QUERY,Jebs,@bobbyllew Ah I thought it was the skateboarding pro Tonk Hawks. *nods* Was wondering what he did that was comical! 
661176,negative,2243029188,Fri Jun 19 12:56:12 PDT 2009,NO_QUERY,paytrick,@MamiNami3  screw the &quot;suits&quot;
1598522,positive,2193188992,Tue Jun 16 08:07:02 PDT 2009,NO_QUERY,hollycampbell,I HAVE A SUDDEN URGE TO LISTEN TO BRIAN ADAMS.  &lt;3
315456,negative,2002195461,Tue Jun 02 03:27:48 PDT 2009,NO_QUERY,Apota,Going into the hospital for surgery tomorrow morning.  
1365664,positive,2050004052,Fri Jun 05 17:53:33 PDT 2009,NO_QUERY,SHANTICRAZYSEXI,STORES FINALLY CLOSED YAY LAST MINUTE CLEANING THEN IM OUT OFF SO WASHUP UGLIES? 
50326,negative,1678458963,Sat May 02 06:46:30 PDT 2009,NO_QUERY,rubyzu_badsnail,Allergies are wiping me today. 
333922,negative,2013450705,Tue Jun 02 22:42:21 PDT 2009,NO_QUERY,ericat13,I'm less sad about losing the nearly-done sock than I am about not being able to make a full pair of socks out of the yarn I have left 
1005225,positive,1880493560,Fri May 22 01:26:26 PDT 2009,NO_QUERY,crazysweettweet,OMG!!! listing to the &quot;get outta my dreams get into my car&quot; song!!! WOOOOH!! retro-rocking-out to lame song...  JOIN ME!! 
775466,negative,2321851661,Wed Jun 24 21:39:53 PDT 2009,NO_QUERY,riahh,work work work;* making that money. . but it's suckin up my summer  take me away.
1480501,positive,2066867911,Sun Jun 07 11:19:11 PDT 2009,NO_QUERY,Marie_is_cul,doin up a twitter page!!  n also lukin at get smart!! haha
9352,negative,1548716595,Fri Apr 17 21:45:17 PDT 2009,NO_QUERY,cocovelvett,its okay I don't mind. I dont ...no way. but I do 
844676,positive,1564090954,Mon Apr 20 01:43:35 PDT 2009,NO_QUERY,Raquel207,"@jamie_oliver   Pleased with the weather, first bbq of the year!  "
401337,negative,2057649388,Sat Jun 06 13:24:01 PDT 2009,NO_QUERY,brenilea,trying to help my youngest daughter get over a break-up with her boyfriend 
352365,negative,2030877449,Thu Jun 04 09:00:37 PDT 2009,NO_QUERY,sanjukta,wassup people? this heart aches 
676482,negative,2248409931,Fri Jun 19 20:34:47 PDT 2009,NO_QUERY,Katieskee,At the boys soccor freezinq  i need a heater
846834,positive,1564469594,Mon Apr 20 03:38:30 PDT 2009,NO_QUERY,timelady,"now, dear gentle peeps all, i think i will go slaughter some demons in diablo 2. &amp; finish the scenario for fri night lotr rpg *bfeg* "
640068,negative,2234881828,Thu Jun 18 23:57:12 PDT 2009,NO_QUERY,lelyxoxo,is upset at the litto tiny baby daisy 
414519,negative,2060846359,Sat Jun 06 19:41:31 PDT 2009,NO_QUERY,calvindumandan,My stomach hurts 
219204,negative,1976338174,Sat May 30 17:06:33 PDT 2009,NO_QUERY,autumnftw,time is going so slow 
337200,negative,2014162736,Wed Jun 03 00:38:56 PDT 2009,NO_QUERY,Vytal,"@jaychasm i was asleep but daniel called and woke me up, he talk to me for like 5 minutes then clicked, couldnt go back to sleep "
895428,positive,1692676679,Sun May 03 20:31:33 PDT 2009,NO_QUERY,IanDSeggie,@CHRIS_Daughtry When's the new Album coming out in Canada? 
955178,positive,1824987870,Sun May 17 03:50:31 PDT 2009,NO_QUERY,raykoh,Bell ring.. Time to go for quick jog &amp; workout  ...
181004,negative,1966733334,Fri May 29 18:18:01 PDT 2009,NO_QUERY,rachaelleex3,Okay i don't like sharing you 
1062787,positive,1964242463,Fri May 29 13:56:17 PDT 2009,NO_QUERY,rachelchefff,"Nick Jonas: My favorite song is World War three. It's very meaningful and pretty up beat, awesome song to sing to.  tweet me back!(:"
1000334,positive,1879984230,Thu May 21 23:44:13 PDT 2009,NO_QUERY,djewok,"@KatieCeciil I wanted to kiss you goodnight....No longer can pretend, it wonï¿½t cave in and will be alright.. "
617227,negative,2226966754,Thu Jun 18 12:36:37 PDT 2009,NO_QUERY,rcameron90,all pills are locked up and my back is killing me 
1003005,positive,1880273779,Fri May 22 00:40:13 PDT 2009,NO_QUERY,simonbarrow,@davidmasters That's good to hear. I agree 
1470257,positive,2065015055,Sun Jun 07 07:42:10 PDT 2009,NO_QUERY,loveZAHEER,@chonnytehshiz do nat that wud be funnnnny as 
478268,negative,2178482414,Mon Jun 15 07:46:00 PDT 2009,NO_QUERY,MicheleBell21,Ugh I just missed my best friend's call from Jordan! I haven't talked to her since January   stupid work!
1031215,positive,1933032935,Tue May 26 22:49:24 PDT 2009,NO_QUERY,AlexSherstinsky,"@generationg Graham, is that your home state? "
230760,negative,1978812105,Sun May 31 00:33:11 PDT 2009,NO_QUERY,ellafareena,looks like it's raining again 
998062,positive,1836188515,Mon May 18 07:32:30 PDT 2009,NO_QUERY,nenalyzed,@thegame123 
1275471,positive,2001090175,Mon Jun 01 23:48:46 PDT 2009,NO_QUERY,Pete_Brown,@agkdesign I am the walrus 
1589682,positive,2191277479,Tue Jun 16 04:55:50 PDT 2009,NO_QUERY,mounibec,"With J2EE this week, but .NET is the best "
382567,negative,2053017651,Sat Jun 06 02:56:49 PDT 2009,NO_QUERY,toesoxluver,I am a bad advice giver 
318049,negative,2002739577,Tue Jun 02 05:02:19 PDT 2009,NO_QUERY,L1QUIDSILVER,I am busy converting my HD Movies Audio into AC3 as my WD TV Box does not play Digital Audio 
902217,positive,1694383297,Mon May 04 02:22:37 PDT 2009,NO_QUERY,aniseedandbella,just bought 6 new movies 
520818,negative,2192226107,Tue Jun 16 06:42:43 PDT 2009,NO_QUERY,michaelvonf,Computer hit by virus via FB. It sent virus to everyone on my FB list. The State's antivirus updates weren't.   computer clean now
1219519,positive,1989953483,Mon Jun 01 03:23:19 PDT 2009,NO_QUERY,JodieMiley,@mileycyrus Miley I love you ALWAYS even if i'm dead I will keep you safe and watch over you from haven I really wish you a happy life 
426814,negative,2063611544,Sun Jun 07 03:22:06 PDT 2009,NO_QUERY,marisdalagan,needs something... someone...  http://plurk.com/p/z1vd6
895880,positive,1692821675,Sun May 03 20:51:58 PDT 2009,NO_QUERY,linalrae,"stickam.com/linalrae come talkkkk  started: Sun, 20:51 PDT"
1524709,positive,2176765450,Mon Jun 15 04:42:06 PDT 2009,NO_QUERY,mackenziewilusz,On the plane waiting to take off 
745520,negative,2282447539,Mon Jun 22 11:22:52 PDT 2009,NO_QUERY,WWTop40,@arnegreyling Good luck! Writing Economics 3 on Thursday 
488404,negative,2182598172,Mon Jun 15 13:23:02 PDT 2009,NO_QUERY,KittenKitia, my fav shoes blew a seam. Geez and they aren't THAT old!  (@ work)
128113,negative,1834853028,Mon May 18 04:24:47 PDT 2009,NO_QUERY,1azylizzie,"feeling sleepy, but can't actually sleep "
1418064,positive,2057710362,Sat Jun 06 13:31:00 PDT 2009,NO_QUERY,Biianca_Flaca,too many ppl at dis stratford day!! ...well i got a new friendddd 
953513,positive,1824658614,Sun May 17 02:21:07 PDT 2009,NO_QUERY,karenstrunks,"Right, on my way. I wonder if I will manage a tweet from the airport! It'll be my first airport tweet haha. See you on the other side! "
1457334,positive,2063573341,Sun Jun 07 03:12:35 PDT 2009,NO_QUERY,tony_fortytwo,"Morning after....  what a great party, prob too much rose, but I don't think anyone noticed... millions of pictures to edit down now!  "
905574,positive,1695136503,Mon May 04 05:18:38 PDT 2009,NO_QUERY,theboomtube,To all my beautiful followers  check me out on YouTube maybe? Www.YouTube.com/user/theboomtube thnx loads 
517121,negative,2191229582,Tue Jun 16 04:49:19 PDT 2009,NO_QUERY,MicheleLDunn,Interning... family dinner.... then saying goodbye to a bestfriend tonight because shes moving to NYC tomorrow 
1131344,positive,1975847995,Sat May 30 16:01:57 PDT 2009,NO_QUERY,bhaalster,@theroundup Is that what that sound was....   I used to live opposite the trainstation...
740463,negative,2265997804,Sun Jun 21 07:42:40 PDT 2009,NO_QUERY,snowboardbunny,@calanan You need to send me a list of places I need to go eat at.  You are my best source of places! and you're moving. 
1475814,positive,2065977331,Sun Jun 07 09:39:22 PDT 2009,NO_QUERY,TravisInIndy,"@pla4uk dynamic duo til the end!!  Don't mess with us, especially when we're in a mood. hahaha"
585530,negative,2215653530,Wed Jun 17 18:25:53 PDT 2009,NO_QUERY,SophiaLiaw,@yee93 I miss homeeee! Cooking everyday gets tiring  COME VISITT SOON! And bring my godchild
270119,negative,1989759092,Mon Jun 01 02:42:31 PDT 2009,NO_QUERY,gewer,@inkmarksofsu that doesnt work i tell u 
437187,negative,2065859778,Sun Jun 07 09:25:57 PDT 2009,NO_QUERY,TonyUFN,Foolin around with TweetDeck and tryin to decide what to do since its raining outside 
1095985,positive,1970277823,Sat May 30 03:11:32 PDT 2009,NO_QUERY,KellyGz,"Mei and I are relaxing in our loverly COOL shop, whilst working  Ahh this is my life and I Love it x www.kellyscrystalshop.co.uk"
713107,negative,2258730156,Sat Jun 20 16:24:12 PDT 2009,NO_QUERY,ncavicchio,"sigh, dont feel good at all "
803939,positive,1468448607,Tue Apr 07 01:44:05 PDT 2009,NO_QUERY,neptina,Ahhh Doctor who is so awesome!!! I got to see number 9 turn into number 10. The hot one 
361840,negative,2047074046,Fri Jun 05 13:06:41 PDT 2009,NO_QUERY,brittanylovesuu,Watching What I Like About You. Kristina's birthday party is today. I don't feel good though. 
300732,negative,1998411379,Mon Jun 01 18:30:16 PDT 2009,NO_QUERY,MINIAK47,@heatherreette ya get a new car I miss my f 150... Couldn't make the payments 
419285,negative,2061950551,Sat Jun 06 21:59:12 PDT 2009,NO_QUERY,ElizabethASmith,"on a more positive note, once off the needles, i realized the hat would have been way too big anyway. back to the drawing board "
797004,negative,2327992296,Thu Jun 25 09:02:20 PDT 2009,NO_QUERY,igotnothin,"hey you twitterers out there, which mac virus protection software would be best? good friend of mine has a mac and a possible virus "
861102,positive,1676564677,Fri May 01 22:26:03 PDT 2009,NO_QUERY,WhatIHeart,@Malevolent_me Get out of my head!! 
231119,negative,1978894690,Sun May 31 00:50:48 PDT 2009,NO_QUERY,Rockstar_Barbie,@marstheplanet I miss youuuuuu 
327807,negative,2010053367,Tue Jun 02 16:43:46 PDT 2009,NO_QUERY,Romesaaaa,horrible day  going to sleep before it gets any worse.
1467028,positive,2064556092,Sun Jun 07 06:35:16 PDT 2009,NO_QUERY,richelledahl,@mitsumichi i miss you by the way. took the best lyrical jazz class yesterday at sydney dance. guy from sytycd oz taught.. life changing 
627006,negative,2230783020,Thu Jun 18 17:35:54 PDT 2009,NO_QUERY,appl3s,The pool killed my contest winning buzz.  I'm super tired &amp; hot..But tan is coming in right on time:  http://twitpic.com/7rbd5
1349113,positive,2045131180,Fri Jun 05 10:16:53 PDT 2009,NO_QUERY,KeenoChan,@KenchAlegado hehe! I'm joining the same fight! Let's vote each other I guess. Thanks for the advance greeting! Namaste!  TC!
677076,negative,2248580368,Fri Jun 19 20:51:02 PDT 2009,NO_QUERY,ihartbeatfreaks,@no1gotswaglikbf   its some special performance so i guess we won't be able to see them (@thebeatfreaks) perform   #beatfreaks
1306237,positive,2011630862,Tue Jun 02 19:19:17 PDT 2009,NO_QUERY,hellowhitty,@urbanpinkpixie Umm....You totally should 
178521,negative,1965988062,Fri May 29 16:54:56 PDT 2009,NO_QUERY,Kerstyn,@DJLTHEMASTERKEY i guesss 
722609,negative,2261539971,Sat Jun 20 20:57:06 PDT 2009,NO_QUERY,brimcnasty,so lonely 
998514,positive,1836281605,Mon May 18 07:42:59 PDT 2009,NO_QUERY,anonomaly,"@Kimbot1984 Go! Kimbot Go!  I must say, Kimbot seems to be pretty well endowed with that uh... tail. :B"
1101983,positive,1970812437,Sat May 30 05:17:54 PDT 2009,NO_QUERY,jaydems,@rubymaree ronnies been out of jail for yonkers 
184741,negative,1967788370,Fri May 29 20:12:47 PDT 2009,NO_QUERY,eunicesandoval,I think it's time to say goodbye to the Denver Nuggets. 
549350,negative,2202623744,Tue Jun 16 22:07:06 PDT 2009,NO_QUERY,flappinganimal,Morning. In a bit of a state today  need more sleep.
1146779,positive,1977983416,Sat May 30 22:09:21 PDT 2009,NO_QUERY,jonathan115,About to watch &quot;up&quot; in 3D 
241670,negative,1981140649,Sun May 31 08:30:35 PDT 2009,NO_QUERY,dreealy07,@xJaixJaix  food poisoning....=yuck....
558418,negative,2204742200,Wed Jun 17 03:00:51 PDT 2009,NO_QUERY,robinduckett,@gayadesign That's the pre-release 
244231,negative,1981721525,Sun May 31 09:45:15 PDT 2009,NO_QUERY,boppinbex,too nice to be in work tomorrow 
1068790,positive,1965805226,Fri May 29 16:34:31 PDT 2009,NO_QUERY,yara101,this brother @aaqil4 is soooooooo cool!!! no joke 
1238002,positive,1993162218,Mon Jun 01 09:55:57 PDT 2009,NO_QUERY,Fariska,@SeyelentEco thanks 
1236667,positive,1992872332,Mon Jun 01 09:27:37 PDT 2009,NO_QUERY,Belle_Harmony,"@endingforever mke one  most people hate NM because there's nt much ED in it, which goes to show that they only read Twi for a vamp &lt;.&lt;"
217443,negative,1975939438,Sat May 30 16:13:54 PDT 2009,NO_QUERY,Loudie,@d_marie82 No. Not yet anyway. You trying to get rid of me? 
832100,positive,1557540492,Sun Apr 19 04:43:39 PDT 2009,NO_QUERY,TwiLove66,Smoking a cigarette then reading Breaking Dawn and going to sleep. Love you all! 
786756,negative,2324731912,Thu Jun 25 03:54:38 PDT 2009,NO_QUERY,rfbryant,@nickcarnes our printer DIED last week.  I miss it.
1244185,positive,1994762397,Mon Jun 01 12:25:10 PDT 2009,NO_QUERY,warde1,@jhillstephens welcome back 
923913,positive,1754821855,Sun May 10 07:29:07 PDT 2009,NO_QUERY,NinaBackstreet,"@howie_d Leigh, Happy Mother's Day! Kisses! "
997845,positive,1836150937,Mon May 18 07:28:13 PDT 2009,NO_QUERY,HazeyBaby,going for a little dinner  at @WizeKidCade 's dads place .. its his sisters birthday tomoro  yayayayaaa ..  ~*HapPy BiRthDay To MiCheLLe*~
987413,positive,1834661547,Mon May 18 03:46:23 PDT 2009,NO_QUERY,BrandyandIce,@James_Waters  thought you'd work it out in the end
976608,positive,1833647711,Sun May 17 23:58:49 PDT 2009,NO_QUERY,lostcourtrailer,A great sunday for a surprise party for daddy!!  he was clueless!!
1491743,positive,2069157742,Sun Jun 07 15:22:02 PDT 2009,NO_QUERY,Shondoyt,@mattspac Uhm... Can you ship a dozen or two my way? Kthxbai 
1479843,positive,2066753028,Sun Jun 07 11:06:26 PDT 2009,NO_QUERY,DrewPWeiner,TROY IF I KNEW WHERE IT WAS I WOULD JUST TEXT YOU! lol... can we party like its 1984 instead? Thats when Ghostbusters came out 
1228519,positive,1991203885,Mon Jun 01 06:36:10 PDT 2009,NO_QUERY,louiseorfila,loves twitter! 
601772,negative,2221224972,Thu Jun 18 04:57:56 PDT 2009,NO_QUERY,BCRoy,@pontifractusay yeah    I really sorry.
401281,negative,2057630219,Sat Jun 06 13:21:50 PDT 2009,NO_QUERY,Mileyfan1694,@Jonasbrothers how come your youtube account is suspended?!?! 
404043,negative,2058329689,Sat Jun 06 14:43:23 PDT 2009,NO_QUERY,sajjad63,@littleanjel Ø§ÙØ¬Ù 
194538,negative,1970309052,Sat May 30 03:19:43 PDT 2009,NO_QUERY,GretaTori,xmiss_3am.... jammin in the library or shouldisaw revising  ...
762076,negative,2297632340,Tue Jun 23 10:40:54 PDT 2009,NO_QUERY,Mhae92,@SophieBaron woaw 3 shows! well none cuz i don't live in d US 
2613,negative,1468414042,Tue Apr 07 01:31:12 PDT 2009,NO_QUERY,macblue4u,is supposed to work for university but the construction sight close by makes contant noise 
1353745,positive,2046822379,Fri Jun 05 12:44:37 PDT 2009,NO_QUERY,EFrawlz,chilling with the fam. party tomorow. 
1486650,positive,2068117518,Sun Jun 07 13:31:42 PDT 2009,NO_QUERY,dxvendied,Haha. No problem levi  did you go through my music yet?
719726,negative,2260684494,Sat Jun 20 19:36:48 PDT 2009,NO_QUERY,f1rstlady,@CBreedy im not slow! 
426063,negative,2063456861,Sun Jun 07 02:44:07 PDT 2009,NO_QUERY,M_Hartl,OH and Junior No.2 have got a bug and are not well at all 
907535,positive,1695806445,Mon May 04 06:59:26 PDT 2009,NO_QUERY,ThatOhtGirl,@gfalcone601 Cheese and Onion! Vinegar taste weird on crisps! England's got loads of weird crisps flavorus  lol.. What do you like ? x
919445,positive,1753821160,Sun May 10 03:37:36 PDT 2009,NO_QUERY,TwistedHelen,@randomblonde Sounds like me 
519693,negative,2191874330,Tue Jun 16 06:07:22 PDT 2009,NO_QUERY,beccarenee74,@fotographing361 sorry hope you feel better soon 
818357,positive,1552068230,Sat Apr 18 10:42:14 PDT 2009,NO_QUERY,YwalkWhenUcnFLY,@JoyVBehar &lt;--This is the real Joy Behar!   All others are fakes.   We red headed Italians know the real thing when we see it 
1045689,positive,1957575871,Fri May 29 00:56:05 PDT 2009,NO_QUERY,violetbakes,@jiminthemorning this seemed like quite a good idea at the time to go dressed as a bag of rubbish http://twitpic.com/666nl
122475,negative,1833718780,Mon May 18 00:13:02 PDT 2009,NO_QUERY,LeanyB,"@KeirCleland Hi! Good thanks, was really looking forward to coming over for the Railway gig, will have to book another trip now  How's u?"
1034540,positive,1956012698,Thu May 28 21:01:29 PDT 2009,NO_QUERY,dirasugandi,Finally got the time for sunbathing...pheeww! 
400663,negative,2057468427,Sat Jun 06 13:03:41 PDT 2009,NO_QUERY,jaybranch,"@howlertwit Ooops.....    I'm never gonna win, am I ?  lol"
1360739,positive,2048841993,Fri Jun 05 15:51:55 PDT 2009,NO_QUERY,aneehan,"@mybonescostme Yes! Ahh, it will be fun! "
480388,negative,2179223738,Mon Jun 15 08:48:50 PDT 2009,NO_QUERY,MsJ_Rob,im just now realizing..This Week is Gonna Be The Moment of Truth. I hate decisions like this. I need advice from a professional fa real 
863156,positive,1677037543,Sat May 02 00:11:33 PDT 2009,NO_QUERY,dharshana,@cheth most welcome  #stumble
1363521,positive,2049537392,Fri Jun 05 17:03:19 PDT 2009,NO_QUERY,liz_chavez,KMEL is bumpin' I can  tell it's Friday 
787236,negative,2324852440,Thu Jun 25 04:12:01 PDT 2009,NO_QUERY,Stinja,I have no internet or cable... Time warner fails so hard 
1569767,positive,2188468540,Mon Jun 15 21:57:23 PDT 2009,NO_QUERY,musicsinmyveins,@heidisandoval4 Saw ya &amp; just wanted to say a quick hello. Hope all is well with you. 
1056174,positive,1962417947,Fri May 29 11:00:54 PDT 2009,NO_QUERY,alidoki,its aloha friday!!  hope yall have a WONDERFUL day!
1513949,positive,2175420597,Mon Jun 15 00:56:30 PDT 2009,NO_QUERY,TheOneEyedOwl,just found the sisterhood of the traveling pants 2 under my bed. I KNEW I had it here somewhere! 
1320203,positive,2014559197,Wed Jun 03 01:56:22 PDT 2009,NO_QUERY,baditz17,Hey @ginoandfran  hello guys   (GinoandFran live &gt; http://ustre.am/2YyQ)
1173404,positive,1980759140,Sun May 31 07:36:03 PDT 2009,NO_QUERY,ShawnKing,@gwc11713 I'm offended that you think I'd be *dumb* enough to do that! Besides - it's a BMW. Those are Lesa's People. 
331,negative,1467895481,Mon Apr 06 22:42:08 PDT 2009,NO_QUERY,RedTheTrucker,My man crush Jake Peavy let me down  #gayforpeavy
1310857,positive,2013374409,Tue Jun 02 22:31:26 PDT 2009,NO_QUERY,karamelita_30,@jrabbit617 love u more boo 
813811,positive,1548888113,Fri Apr 17 22:17:44 PDT 2009,NO_QUERY,BrassyApple,@tonya_joy good luck!  hope it all goes smoothly.
1359881,positive,2048555046,Fri Jun 05 15:23:29 PDT 2009,NO_QUERY,carole29,@Shepy classy 
506820,negative,2188750100,Mon Jun 15 22:29:22 PDT 2009,NO_QUERY,DebBee80,@Krystle_Hill @shar0869 I think it's sad that they tried to fix DO when it wasn't broken   I miss how easy it used to be.
1379655,positive,2052151583,Fri Jun 05 23:49:07 PDT 2009,NO_QUERY,omfc,Addicted to pool!!! 
203847,negative,1972467757,Sat May 30 09:16:54 PDT 2009,NO_QUERY,elizapimp,"@MommaSalty lucky, I wish i lived in buena park. "
